CharityRegistrationNumber,Name,StreetAddressLine1,StreetAddressLine2,StreetAddressSuburb,StreetAddressCity,StreetAddressPostcode,StreetAddressCountry,Latitude,Longitude
CC32598,Habitat For Humanity Central Region Limited,422 Te Rapa Road, ,Te Rapa,Hamilton,3200,,-37.7630585,175.2520715
CC22546,The Refugee Orientation Centre Trust,63 Kent Street, ,Frankton,Hamilton,3204,,-37.7879534,175.2636439
CC29556,Clan Donald - Auckland and Districts Society Incorporated,25 John Street,, ,Pukekohe,2120,,-37.208742,174.9047634
CC21991,Hauraki Kids Incorporated,907 Sealey Street,, ,Thames,3500,,-37.1369325,175.5513437
CC30791,Community Birth Services Charitable Trust,18 Manchester Street,, ,Feilding,4702,,-40.2290926,175.5660933
CC23380,Temuka Baptist Church,29 Denmark Street,, ,Temuka,7920,,-44.2447337,171.2869965
CC27142,Waihi Budget Service Incorporated,19 Haszard Street,, ,Waihi,3610,,-37.3910681,175.8422102
CC22848,The James Wotherspoon Trust,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC22347,Family Support Services Whanganui Trust,Suite 10,236 Victoria Avenue, ,Whanganui,4500,,-39.9291775,175.0464532
CC23257,Orewa Baptist Church,2-8 Loop Road, , Orewa,Auckland,0931,,-36.5957984,174.6983585
CC40154,Auckland Quilt Guild Incorporated,59A Castledine Crescent, ,Glen Innes,Auckland,1072,,-36.8690778,174.8548266
CC20496,The Waikato Environmental Protection Charitable Trust,88 Nixon Street, ,Hamilton East,Hamilton,3216,,-37.7973356,175.301763
CC22350,First Church Of Christ Scientist Christchurch Trust Board,66 Carlton Mill Road, ,Merivale,Christchurch,8014,,-43.5210752,172.6238876
CC20325,Mathematics Achievement Challenge Charitable Trust,44F Woodend Road,, ,Woodend,7610,,-43.3199804,172.6602803
CC22147,ABC Community Trust,8 Eton Street, ,Hampstead,Ashburton,7700,,-43.9111745,171.7534278
CC22196,Estate of John Travers Duggan,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC23025,Talk Link Trust,13 Coyle Street,3 Carrington Road,Sandringham,Auckland,1025,,-36.889475,174.7353904
CC22832,Te Aroha and District Museum Society Incorporated,102 Whitaker Street,, ,Te Aroha,3320,,-37.544621,175.7141139
CC31977,Laura Fergusson Trust Wellington Incorporated,18 Laura Fergusson Grove, ,Fairfield,Lower Hutt,5011,,-41.2059941,174.9385246
CC23065,Estate of Juanita Judith Knights,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC27650,Malologa Trust,586 Great South Road, ,Manukau,Auckland,2025,,-36.9802042,174.8778046
CC23090,Martinborough Youth Trust,39A Strasbourge Street,, ,Martinborough,5711,,-41.2173318,175.4607337
CC27604,Waikato Golf Association Incorporated,St Andrews Terrace,, ,Hamilton,3240,,-37.7535093,175.2604997
CC30612,NFD Trust,C/O Perpetual Guardian,"Level 8, 191 Queen Street",Auckland Central,Auckland Central,1010,,-36.8484773,174.7651347
CC22840,Disabilities Resource Centre Trust,141-143 King Street,, ,Whakatane,3120,,-37.9668321,176.9828984
CC22974,Waikato Bequests Trust,57 Carrs Road, ,Chartwell,Hamilton,3210,,-37.7547224,175.3005015
CC28891,Living and Learning International Foundation,60 Greville Road, ,Pinehill,Auckland,632,,-36.7314289,174.7231346
CC31050,Living & Learning Foundation,60 Greville Road, ,Pinehill,Auckland,632,,-36.7314289,174.7231346
CC22365,Long Trust,65 Tauranga Place,14 Maygrove Village, ,Orewa,0931,,-36.5908185,174.673709
CC33564,Arapohue Tennis Club,81 Simpkin Road,RD 2, ,Ruawai,592,,-36.0412546,174.0201842
CC31307,The RSCJ Trust Board,237 Victoria Avenue, ,Remuera,Auckland,1050,,-36.865302,174.8017971
CC27712,The Harry Otton Charitable Trust,26 Lee Road,,Taradale,Napier,4112,,-39.5349504,176.8500694
CC22226,Christian Women Communicating Intl In NZ,4C Sefton Street East,Timaru 7910, ,Timaru,7910,,-44.3931271,171.2489274
CC23693,Edith Sprott Trust,8 Lancaster Street,,Karori,Wellington,6012,,-41.2827398,174.7467465
CC22572,The Local Church In Auckland Trust Board,71 Morningside Drive, ,Mount Albert,Auckland,1025,,-36.8816502,174.7319452
CC34573,Society of the Sacred Heart Trust Board,237 Victoria Avenue, ,Remuera,Auckland,1050,,-36.865302,174.8017971
CC29331,U3A Wellington City Incorporated,3B/20 Oriental Parade, , ,Wellington,6011,,-41.2931985,174.7850976
CC22126,Estate of Ernest Melville Frank,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC33985,Broadgreen Society (Incorporated),276 Nayland Road, ,Stoke,Nelson,7011,,-41.308935,173.2288734
CC24656,Friends of Founders Trust,87 Atawhai Drive, ,The Wood,Nelson,7010,,-41.2618521,173.2977322
CC24246,Stoke Community Centre Incorporated,Main Road, ,Stoke,Nelson,7011,,-41.3197594,173.2244324
CC21419,Estate of Lawrence William Teaze,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC22260,Estate of Roelof Cornelis Hendrik Forbes,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC23114,Gisborne Pain & Terminal Care Trust,421 Ormond Road, ,Lytton West,Gisborne,4010,,-38.6381479,178.0044144
CC23042,John W and Carrie McLean Trust,"Vice Chancellors Office, Lincoln University",Cnr Ellesmere Junction Road And Springs Road, ,Lincoln,7647,,-43.6453625,172.4642252
CC33046,OnStage Manawatu Incorporated,100 Campbell Street,Palmerston North 4410, ,Palmerston North,4410,,-40.3559024,175.605693
CC22345,U3A Dunedin Charitable Trust,11 Evans Street,,Opoho,Dunedin,9010,,-45.8557374,170.5261154
CC23083,Emmanuel Christian Centre,877A Dominion Road, ,Mount Roskill,Auckland,1041,,-36.89771,174.7436241
CC22120,New Zealand Society Of Genealogists Incorporated,159 Queens Road, ,Panmure,Auckland,1072,,-36.9007997,174.8562624
CC22241,Rawene Community Christian Trust,33 Rawene Road, ,Birkenhead,Auckland,626,,-36.8137985,174.7252709
CC36676,Ohakune Events Charitable Trust,22 Ayr Street,Ohakune 4625, ,Ohakune,4625,,-39.4168797,175.3992767
CC22358,Sisters Of St Joseph of the Sacred Heart (NZ) Trust Board,30 Holgate Road, ,Kohimarama,Auckland,1071,,-36.8497215,174.8387643
CC23045,Jeanette Stace Poetry Trust,16 Hay Street, ,Oriental Bay,Wellington,6011,,-41.2922218,174.7940006
CC22253,Fenton Park Bible Church,42 Hilda Street, ,Fenton Park,Rotorua,3010,,-38.1547333,176.2579462
CC22908,Circuit International,16 Massey Street, ,Elderslea,Upper Hutt,5018,,-41.1227842,175.0608533
CC22043,Age Concern Hawke's Bay Incorporated,415 Heretaunga Street East,, ,Hastings,4122,,-39.645113,176.8462856
CC23655,Auckland Theatre Company Limited,487 Dominion Road, ,Mount Eden,Auckland,1024,,-36.8859492,174.7473972
CC23658,The Theatre Foundation,487 Dominion Road, ,Mount Eden,Auckland,1024,,-36.8859492,174.7473972
CC36679,Onerahi Community Association Incorporated,130 Onerahi Road, , Onerahi,Whangarei,,,-35.7559635,174.3681429
CC23105,New Zealand Christian Network,28 Huntingtree Avenue, ,Sandringham,Auckland,1041,,-36.8978278,174.7358621
CC33086,Foxton Tourist And Development Association Incorporated,PO Box 27,, ,Foxton,4848,,-40.474873,175.2812189
CC23727,Marlborough Art Society Incorporated,204 High Street,, ,Blenheim,7201,,-41.51137,173.9459383
CC22922,Assembly Of God (Tauranga) Trust Board,252 Otumoetai Road, ,Otumoetai,Tauranga,3110,,-37.681225,176.1356285
CC23245,Omokoroa Community Church Incorporated,139 Hamurana Road,, ,Omokoroa,3114,,-37.641086,176.0366034
CC36210,Birthright Levin Incorporated,150-172 Bath Street,Levin 5510, ,Levin,5510,,-40.6263333,175.2904713
CC23188,The Frederick and Audrey Adams Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC23806,Estate of Albert James Hern,Public Trust,22 Willeston Street,Wellington Central,Wellington,6011,,-41.2864564,174.7767067
CC25392,University of Canterbury Christian Union Graduates Fund,42 Rollesby Street, ,Hoon Hay,Christchurch,8025,,-43.5683586,172.6080878
CC24565,Maungarongo Marae Trustees,36 Burns Street,, ,Ohakune,4625,,-39.4148388,175.3913348
CC22972,The Pacific Island Business Development Trust,45 O'Rorke Road, ,Penrose,Auckland,1061,,-36.9153741,174.8161231
CC27411,Kerikeri Christian Life Centre Trust Board,119 Hone Heke Road,Kerikeri 0230, ,Kerikeri,0230,,-35.222495,173.9560717
CC28044,One Organic Village Trust,6 Stirling Street,RD O, ,Oamaru,9495,,-45.0697954,170.9895389
CC22187,Recovery Solutions Group,Unit 5,17 Lambie Drive,Papatoetoe,Auckland,2104,,-36.9878371,174.8705855
CC27011,The John and Elsie Walsh Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC23084,Estate of John Cumming,"Level 2, 22 Willeston",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC31715,Parakao Hall Society Incorporated,2335 Mangakahia Road,RD 2,Parakao,Whangarei,0172,,-35.7085632,173.9921182
CC26795,LevinLife Trust,131 Liverpool Street,, ,Levin,5510,,-40.635152,175.2939656
CC23375,Betty Stoker Charitable Trust,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC23368,Napier Family Centre Incorporated,112 Morris Spence Avenue, ,Onekawa,Napier,4110,,-39.5111899,176.8926887
CC23442,Nature By Design Limited,100 McMahon Drive, ,Aidanfield,Christchurch,8025,,-43.5591509,172.5704593
CC25878, Waikanae Surf Lifesaving Club Incorporated,280E Grey Street, , Victoria Township,Gisborne,4010,,-38.6706646,178.0180892
CC24043,Estate of Andrew Black,Public Trust Tower,22 Willeston Street,Wellington Central,Wellington,6011,,-41.2864564,174.7767067
CC27313,The Gifting Trust,142 Victoria Avenue, ,Remuera,Auckland,1050,,-36.8733724,174.7986469
CC42119,"Pacific Islanders Community Trust, Gisborne",395 Palmerston Road,, ,Gisborne,4010,,-38.658885,178.0192113
CC37583,The Community Of The Sacred Name Society Or Trust Board,300 Tuam Street,RD 2,Christchurch Central,Christchurch,8011,,-43.5356332,172.6452636
CC22235,Beckenham Community Housing Trust,PO Box 12055,Beckenham,Sydenham,Christchurch,8242,,-43.5599608,172.6396413
CC23124,Coast Access Radio Trust,9 Mahara Place,, ,Waikanae,5036,,-40.8769343,175.0644963
CC39322,Hunterville Playcentre,17 Bruce Street,, ,Hunterville,4730,,-39.9361083,175.5674671
CC23184,Waikanae Baptist Church,286 Te Moana Road,, ,Waikanae,5036,,-40.8763516,175.04282
CC20855,Citizens Advice Bureau Mangere Incorporated,Suite 17,93 Bader Drive,Mangere,Auckland,2022,,-36.9691884,174.800108
CC25687,Richmond New Life Church,85 Wensley Road,, ,Richmond,7020,,-41.3488917,173.178752
CC22322,Leonora Knapp Trust,Public Trust Tower,"Level 2, 22 Willeston St", ,Wellington,6011,,-41.2864564,174.7767067
CC23250,Heathcote-White Animal Rescue Charitable Trust Fund,"Public Trust, Level 2, 22 Willeston St ", , ,Wellington,6011,,-41.2864564,174.7767067
CC22576,Estate of Reginald Francis Bowden,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC27874,Estate of Irma Wilson Anderson,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC28546,Assembly of God Lower Hutt Property Trust Board,22 Marsden Street, ,Melling,Lower Hutt,5010,,-41.2124799,174.8964882
CC22573,The Aileen Gilligan Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC30788,Altrusa Club of Oamaru Incorporated,58E Essex Street, ,Weston,Oamaru,9401,,-45.0809279,170.927788
CC24788,Altrusa Club of  Morrinsville,40 Cureton Street,, ,Morrinsville,3300,,-37.662761,175.5261595
CC23023,"Cancer Society of New Zealand, Gisborne East Coast Centre Trust",718 Gladstone Road,Gisborne Hospital,Te Hapara,Gisborne,4010,,-38.6526372,177.9992485
CC26670,Altrusa International Inc of Invercargill,153 Ness Street, ,Appleby,Invercargill,9812,,-46.4217161,168.3597922
CC23166,College House Institute of Theology,95 Tuam Street, ,Christchurch Central,Christchurch,8011,,-43.5350982,172.6326614
CC25490,Whitby Collegiate Parents Association Incorporated,2 Starboard Lane, ,Whitby,Porirua,5024,,-41.1149651,174.8942249
CC24602,Altrusa International Inc of Cambridge,33 Norfolk Drive,, ,Cambridge,3434,,-37.8743062,175.4663897
CC39493,Pathway Engineering Limited,44 Mandeville Street, ,Riccarton,Christchurch,8011,,-43.534655,172.607128
CC22927,Wanganui Collegiate School Museum Trust,Collegiate School,132 Liverpool Street, ,Wanganui,4540,,-39.9290117,175.0383101
CC23063,The Clergy Trust Fund for the Diocese of Auckland,1 St Benedicts Street, ,Eden Terrace,Auckland,1010,,-36.8614393,174.7605155
CC24334,The Ranfurly Veterans' Trust,539 Mount Albert Road, ,Three Kings,Auckland,1042,,-36.9094987,174.7596714
CC24321,Altrusa International of Queenstown,5 St Lukes Lane,, ,Queenstown,9300,,-45.0245141,168.6891666
CC29430,Wade St Community Tennis Club Inc,55 Wade Street,,Wadestown,Wellington,6012,,-41.2645624,174.7740971
CC33095,Tasman Swim Club Incorporated,6 Hollis Place,, ,Brightwater,7022,,-41.3765079,173.1050981
CC22857,Te Wharerangi Trust,24 Waitapu Road,, ,Takaka,7110,,-40.8471072,172.8064985
CC27064,The Hans Trommel Trust,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC22786,Jack Harold Lines Memorial Trust,Public Trust Tower,"Level 2, 22 Willeston Street", ,Wellington,6011,,-41.2864564,174.7767067
CC25487,Whanau Awhina Women's Refuge Incorporated,79 Goulstone Road,Whakatane 3120, ,Whakatane,3120,,-37.9629009,176.9828108
CC35653,Albury Water Supply Society Incorporated,444 Mt Nessing Road,Albury 7984,Albury,Albury,7984,,-44.2399476,170.8273633
CC23532,Kaurilands Skills Centre Trust Board,KAURILANDS SKILLS CENTRE TRUST,115 Tokatoka Road,R D 2,Ruawai,0592,,-36.0576902,173.9773739
CC20849,Citizens Advice Bureau Invercargill Incorporated,36 Don Street,, ,Invercargill,9810,,-46.4105494,168.349583
CC23404,Hamilton Christian Nightshelter Trust,474 Anglesea Street, ,Hamilton Central,Hamilton,3204,,-37.78326,175.2763093
CC28406,Marsden School Old Girls' Association,Private Bag 17000, ,Karori,Wellington,6147,,-41.2843676,174.7381973
CC22273,Friends of Christchurch Art Gallery Te Puna o Waiwhetū Incorporated,58 Gloucester Street,Boulevard & Montreal Street,Christchurch Central,Christchurch,8013,,-43.5287991,172.6304267
CC23533,Tokatoka Foundation,115 Tokatoka Road,RD 2, ,Ruawai,0592,,-36.0576902,173.9773738
CC24783,Altrusa International of Taieri,116 Norfolk Street, ,Saint Clair,Dunedin,9012,,-45.9144186,170.4855954
CC27414,Shimshal Trust,8 Emmett Street, ,Newtown,Wellington,6021,,-41.3118525,174.779949
CC24152,Anglican Family Care Centre Incorporated,266 Hanover Street, ,Dunedin Central,Dunedin,9016,,-45.8714978,170.5134931
CC23172,Whangarei City Elim Church Trust,33 Porowini Avenue, ,Morningside,Whangarei,110,,-35.7304183,174.3190241
CC23047,Rangitikei Environment Group Incorporated,C/- S E Thomson ,71 Pukeokahu Road,R D 3,Taihape,4793,,-39.6902276,175.9442071
CC31445,"Diocese of Nelson (The Anglican Church in Aotearoa, New Zealand and Polynesia)",48 Halifax Street,, ,Nelson,7010,,-41.2710979,173.2857485
CC37638,The Leprosy Mission New Zealand Incorporated,591 Dominion Road, ,Mount Eden,Auckland,1041,,-36.8887343,174.7465454
CC24762,The Graeme Lowe Foundation,105 Vigor Brown Street, ,Napier South,Napier,4110,,-39.5014566,176.9098677
CC22398,Aotea Pacific Trust,32-38 Anzac Avenue, ,Auckland Central,Auckland,1010,,-36.8468002,174.7722858
CC22311,Bay of Plenty Neighbourhood Support Society Incorporated,1190 Fenton Street,Rotorua 3010,Pukehangi,Rotorua,3010,,-38.1361366,176.2541005
CC23248,Mosgiel Memorial RSA Trustees Trust Fund,6 Church Street,, ,Mosgiel,9024,,-45.8742222,170.3490358
CC23181,The Schola Sacra Choir,23 Great North Road, ,Saint Johns Hill,Wanganui,4501,,-39.918425,175.0376641
CC27917,Methven Historical Society Incorporated,60 Main Street,Methven 7730, ,Methven,7730,,-43.6359919,171.6471387
CC24779,Altrusa International Incorporated Club of Hamilton Incorporated,15 Landmark Court, ,Huntington,Hamilton,3210,,-37.7268388,175.2760006
CC32055,The Eastgate Community Trust,427 Pakuranga Road, ,Pakuranga Heights,Auckland,2010,,-36.9033556,174.8958902
CC24741,Blackball Residents Association Trust,26 Hart Street,, ,Blackball,7804,,-42.3643305,171.4132716
CC30490,C. A. R. E. Incorporated,203 Tainui Street,, ,Greymouth,7805,,-42.4579692,171.2062237
CC23094,"Palmerston North Monthly Meeting Of The Religious Society Of Friends, Quakers",178 Amberley Avenue, ,Highbury,Palmerston North,4412,,-40.368746,175.57844
CC35227,Thames Amateur Swimming Club Incorporated,Thames Centennial Pool,Mackay Street, ,Thames,,,-37.1461802,175.5465928
CC25364,Christian Youth Camps (Waihola) Incorporated,70 Finlayson Road,, ,Waihola,9243,,-46.0318037,170.0950878
CC32512,East Takaka Hall Society Incorporated,55 Richmond Road,RD 1,Pōhara,Takaka,7183,,-40.8484812,172.8078325
CC23465,S.J. Shayle-George Charitable Trust,7 Cudby Street, ,Woburn,Lower Hutt,5011,,-41.2131938,174.9149352
CC22923,"Gateway Baptist Church, Miramar",33 Park Road, ,Miramar,Wellington,6022,,-41.3146867,174.8170365
CC23872,St Andrew's Family Trust,48 Halifax Street,,,Nelson,7010,,-41.2710979,173.2857485
CC22183,Whakatane Hospital Chaplaincy Service,31 James Street,, ,Whakatane,3120,,-37.9615455,176.9788907
CC23210,Kawerau Lutheran Church,256 River Road,, ,Kawerau,3127,,-38.0979282,176.701566
CC22335,Estate of Ivy Matilda Webber,"Level 2, Public Trust Tower",22 Willeston St, ,Wellington,6011,,-41.2864564,174.7767067
CC22846,New Zealand Methodist Trust Association,50 Langdons Road, ,Papanui,Christchurch,8053,,-43.4922785,172.6050616
CC33209,Canterbury Sheep Exhibitors and Breeders Agricultural and Pastoral Association,74 Kendal Avenue, ,Burnside,Christchurch,8053,,-43.4979215,172.5723966
CC23135,Athenree Homestead Trust,360 Athenree Road,RD 1, ,Waihi,3177,,-37.4578228,175.9314677
CC24782,Altrusa International of Timaru,280A Otipua Road, ,Highfield,Timaru,7910,,-44.3917478,171.2210899
CC27240,West Auckland New Life Centre Trust,911 West Coast Road (Sundays Only), ,Waiatarua,Auckland,0604,,-36.9313559,174.5803328
CC27677,The Hocken Collection,362 Leith Street,Leith Street,North Dunedin,Dunedin,9016,,-45.8644965,170.5154412
CC28008,University of Otago,Clocktower Building,Leith Street, ,Dunedin,,,-45.8647406,170.5147957
CC33917,Auckland Young Women's Christian Association (YWCA) Incorporated,PO Box 8749,Newmarket,Epsom,Auckland,1149,,-36.86973,174.77883
CC20883,Methodist Mission Southern,258 Stuart Street, ,Dunedin Central,Dunedin,9016,,-45.8731585,170.5007427
CC22961,Graeme Dingle Foundation Far North,30 Leigh Street,Kaeo 0478, ,Kaeo,0478,,-35.099853,173.7786532
CC27562,The House of God Incorporated,136 Oira Road,RD 2,Karaka,Drury,2578,,-37.1152858,174.9233639
CC27656,Q Theatre Trust,305 Queen Street, ,Auckland Central,Auckland,1010,,-36.8533676,174.7632856
CC27657,Q Theatre Limited,305 Queen Street, ,Auckland Central,Auckland,1010,,-36.8533676,174.7632856
CC23139,Estate of Dorothea Sydney McAuliffe,Public Trust,22 Willeston Street,Wellington Central,Wellington,6011,,-41.2864564,174.7767067
CC23120,Rangitane O Te Ika A Maui Limited,140 Maxwells Line, ,Awapuni,Palmerston North,4412,,-40.3791599,175.5842512
CC22625,Estate of Louie Muriel Jessie Spittall,"Level 2, 22 Willeston St",, ,Wellington,6011,,-41.2864564,174.7767067
CC31133,Finlay Park Trust,117 Finlay Road,RD 2,Maungatautari,Cambridge,3494,,-37.9901966,175.6561735
CC28532,Estate of William Weir,Public Trust Tower,22 Willeston Street,Wellington Central,Wellington,6011,,-41.2864564,174.7767067
CC27040,Coromandel Community Library Incorporated,130 Kapanga Road,, ,Coromandel,3581,,-36.7591555,175.4981986
CC26928,Church of God-New Zealand,92 Papakaio Road,RD 15K,Papakaio,Oamaru,9494,,-44.9830902,170.9784208
CC27928,Doubtless Bay Retire and Live Group Incorporated,11 Taipa Tides Drive,, ,Taipa,0420,,-34.9989546,173.4695184
CC25870,Estate of Eric Alfred Rogers,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC26549,Wellington Public Servants Childcare Centre Incorporated,21 Hobson Crescent, ,Thorndon,Wellington,6011,,-41.2739254,174.7804418
CC23575,Estate of Donald Manson,"Level 2, 22 Willeston St",Public Trust, ,Wellington,6011,,-41.2864564,174.7767067
CC23113,Best Care (Whakapai Hauora) Charitable Trust,140 Maxwells Line, ,Awapuni,Palmerston North,4412,,-40.3791599,175.5842512
CC27639,Northern Masonic Association Trust Board,373 Remuera Road, ,Remuera,Auckland,1050,,-36.8808298,174.7979763
CC22866,Te Aroha Baptist Church,24 Lawrence Avenue,, ,Te Aroha,3320,,-37.5428406,175.7100485
CC23204,Marlborough Tramping Club Inc,79 Hardings Road,RD 4,Riverlands,Blenheim,7274,,-41.5256511,174.0271893
CC28707,Te Whare Roimata Trust,274 Gloucester Street,Linwood, ,Christchurch,8011,,-43.5303245,172.6464702
CC28052,Taupo Community Patrol,C/o New Zealand Police,Story Place, ,Taupo,3330,,-38.6860011,176.0680772
CC23138,The Auckland Lutheran Parish,1 Harris Road,Mount Wellington, ,Auckland,1060,,-36.8964621,174.8328058
CC28379,The Ivy May Baigent Perpetual Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington CBD,6011,,-41.2864564,174.7767067
CC31279,Wall's Anglican Trust Fund,18 Eccleston Hill, ,Thorndon,Wellington,6011,,-41.2758234,174.7768647
CC22824,Mahurangi Montessori Primary Trust,128 Monarch-Downs Way,Warkworth 0982, ,Warkworth,0982,,-36.3773796,174.6870814
CC23904,Estate of Winnifred Edith Constance Lea,Public Trust Tower,22 Willeston Street,Wellington Central,Wellington,6011,,-41.2864564,174.7767067
CC26555,The Elim Church of New Zealand Incorporated,159 Botany Road, ,Botany Downs,Auckland,2010,,-36.9134412,174.9148331
CC22336,Estate of Arthur Emanuel Wixon,Public Trust Tower,"Level 2, 22 Willeston", ,Wellington,6011,,-41.2864564,174.7767067
CC42409,Cambridge Racquets Club Incorporated,Thornton Road,, ,Cambridge,3434,,-37.8845154,175.4804018
CC24417,Family Help Trust,Unit 5,31 Carlyle Street,Sydenham,Christchurch,8023,,-43.541268,172.6405722
CC23420,Morris and Mary Evans Charitable Trust,"Level 2, 22 Willeston St",Public Trust Tower, ,Wellington,6011,,-41.2864564,174.7767067
CC22254,Drug-ARM Blenheim Incorporated,21 Weld Street,, ,Blenheim,7201,,-41.5216939,173.9544188
CC22690,Alexandra Senior Citizens Centre Incorporated,3-15 Skird Street,Alexandra 9320, ,Alexandra,9320,,-45.2559999,169.3934553
CC23029,The Mary and Michael Mullin Trust Fund,Public Trust Tower,Level 2,22 Willeston Street,Wellington,6011,,-41.2864564,174.7767067
CC22864,Paterson's Cottage Charitable Trust,Glenmac Farm,Hakataramea R D 1,Kurow,North Otago,9498,,-44.6211612,170.62599
CC22862,Dolamore Trust Board,15A Hokonui Drive,, ,Gore,9710,,-46.0978839,168.9452906
CC23062,Friends of Women's Refuges Trust,5 Kerr Street, ,Devonport,Auckland,0624,,-36.8284662,174.8018793
CC22951,The Dorothy Hamilton Memorial Trust,15 Chesterton Street, ,Johnsonville,Wellington,6037,,-41.2238009,174.8120012
CC23722,The Fred Hollows Foundation (NZ),"Level 22, Huawei Centre",120 Albert Street,Auckland Central,Auckland,1010,,-36.8494224,174.7636108
CC31161,Cape Coast Community Group Incorporated,18 Wellwood Terrace,, ,Te Awanga,4102,,-39.6332732,176.9811094
CC27725,Estate George James Howden,Suite 23,191 Queen Street,Auckland Central,Auckland,1010,,-36.8484841,174.7651305
CC26135,Shanti Niwas Charitable Trust,3 Rowe Street, ,Onehunga,Auckland,1061,,-36.9243832,174.7890451
CC20864,Citizens Advice Bureau Waitakere Incorporated,12-32 Glendale Road, ,Glen Eden,Auckland,602,,-36.9106636,174.6503308
CC24147,The Streams Community Church,Suite 1,100 Queens Road,Panmure,Auckland,1072,,-36.8996598,174.8550386
CC33036,Tasman Area Community Association Society Incorporated,61 Suncrest Drive,RD 1,Tasman,Upper Moutere,7173,,-41.2216123,173.0605725
CC27132,Social Service Council of the Diocese of Christchurch,276 Hereford Street, ,Christchurch Central,Christchurch,8011,,-43.532373,172.6468449
CC30185,The Brian Perry Charitable Trust,360 Tristram Street, ,Hamilton Central,Hamilton,3204,,-37.7823767,175.2720498
CC23127,The Warren Architects' Education Charitable Trust,25 Woodlau Rise, ,Huntsbury,Christchurch,8022,,-43.5688446,172.6501799
CC22185,New Zealand Law Foundation,C/- Kendons, 69 Rutherford Street, ,Lower Hutt,5040,,-41.2078061,174.9042764
CC22213,Birkenhead Community Church,33 Rawene Road, ,Birkenhead,Auckland,626,,-36.8137985,174.7252709
CC23370,Manukau District Crime Watch Patrols Charitable Trust,251 Botany Town Centre, , Botany,Auckland,2010,,-36.9334926,174.9133753
CC23121,Glenfield Action Trust,46 James Street, ,Bayview,Auckland,629,,-36.7689485,174.7195135
CC25149,Living Violence Free - Te Noho Riri Kore Incorporated,LEVEL 2   PEMBER HOUSE,16 Hagley Street,Porirua City Centre,Porirua,5022,,-41.1346467,174.8393809
CC22983,Whanganui Central Baptist Church,285 Wicksteed Street,,,Whanganui,4500,,-39.9268786,175.0438668
CC36125,Te Kupenga Hauora - Ahuriri,5 Sale Street, ,Napier South,Napier,4110,,-39.497763,176.9171407
CC22995,Cashmere High School Foundation,CASHMERE HIGH SCHOOL,172 Rose Street,Somerfield,Christchurch,8024,,-43.5654766,172.6243015
CC27471,Hamilton Civic Choir Incorporated,46 Twickenham Place, ,Nawton,Hamilton,3200,,-37.7806568,175.2245545
CC22421,Young Workers Resource Centre Incorporated,34 Harwood Street, ,Hamilton Central,Hamilton,3204,,-37.7807023,175.2750588
CC35866,Johnsonville Gospel Hall Trust Board,17 Broderick Road, ,Johnsonville,Wellington,6037,,-41.2249605,174.8063248
CC25769,Grace Jackson Trust,GLASGOW HARLEY,43 Halifax Street, ,Nelson,7010,,-41.2706404,173.2854736
CC34970,Manawatu & West Coast Agricultural & Pastoral Association Incorporated,59 South Street,Feilding 4702,Manfield,Feilding,4702,,-40.2322773,175.5603657
CC26384,The Friends of Millennium Native Forest Reserve Society Incorporated,57 Miro Street, ,Lansdowne,Masterton,5810,,-40.9363842,175.6647829
CC27337,Ashburton Centennial Sports Hall Society Incorporated,132 Victoria Street,,,Ashburton,7700,,-43.9049313,171.7551609
CC31142,Geraldine Historical Society Incorporated,5 Cox Street,, ,Geraldine,7930,,-44.0928582,171.2442465
CC22099,Creative Corner Early Learning Centre Incorporated,72 Cain Street, ,Parkside,Timaru,7910,,-44.4071855,171.2442168
CC22984,The John Crawford Memorial Fund for Outdoor Education,223 Bay View Road, ,Saint Clair,Dunedin,9012,,-45.9060456,170.4886937
CC23271,Gallagher Charitable Trust,181 Kahikatea Drive, ,Melville,Hamilton,3206,,-37.8081554,175.2698342
